csv_row,project_code,project_name,survey_woreda,survey_parent,match_status,match_method,boundary_woreda,boundary_zone,boundary_region,boundary_pcode
2,P176327,Ethiopia Flood Management Project,Merti,Arsi,matched,exact,Merti,Arsi,Oromia,ET040801
2,P176327,Ethiopia Flood Management Project,Arba Minch Zuria,Gamo,matched,exact,Arba Minch Zuria,Gamo,South Ethiopia,ET080202
2,P176327,Ethiopia Flood Management Project,Arba Minch town,Gamo,matched,exact,Arba Minch town,Gamo,South Ethiopia,ET080201
3,P148850,Ethiopia Expressway Development Support,Arsi Negele,West Arsi,matched,exact,Arsi Negele,West Arsi,Oromia,ET041703
3,P148850,Ethiopia Expressway Development Support,Adama Tulu Jido Kombolcha,East Shewa,matched,exact,Adama Tulu Jido Kombolcha,East Shewa,Oromia,ET040708
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dabat,North Gondar,matched,exact,Dabat,North Gondar,Amhara,ET030105
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dabat town,North Gondar,matched,exact,Dabat town,North Gondar,Amhara,ET030106
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Mao Komo special woreda,Mao Komo special woreda,matched,alias,Maokomo Special,Mao Komo Special,Benishangul Gumuz,ET060508
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Bambasi,Assosa,matched,exact,Bambasi,Assosa,Benishangul Gumuz,ET060305
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Homosha,Assosa,matched,exact,Homosha,Assosa,Benishangul Gumuz,ET060307
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Assosa town,Assosa,matched,normalized,Assosa town Administration,Assosa,Benishangul Gumuz,ET060309
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Abrahmo,Assosa,matched,exact,Abrahmo,Assosa,Benishangul Gumuz,ET060303
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Bambasi town,Assosa,matched,exact,Bambasi town,Assosa,Benishangul Gumuz,ET060310
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Ura,Assosa,matched,exact,Ura,Assosa,Benishangul Gumuz,ET060311
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Itang special woreda,Itang special woreda,matched,normalized,Itang,Itang Special woreda,Gambela,ET120407
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Gambela Zuria,Anuak,matched,exact,Gambela Zuria,Agnewak,Gambela,ET120202
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Gog,Anuak,matched,exact,Gog,Agnewak,Gambela,ET120203
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dima (GM),Anuak,matched,exact,Dima (GM),Agnewak,Gambela,ET120205
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Gambela town,Anuak,matched,exact,Gambela town,Agnewak,Gambela,ET120206
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Lare,Nuer,matched,exact,Lare,Nuwer,Gambela,ET120102
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dolobay,Afder,matched,exact,Dolobay,Afder,Somali,ET050808
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Aw-Bare,Fafan,matched,exact,Aw-Bare,Fafan,Somali,ET050205
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Kebribeyah,Fafan,matched,exact,Kebribeyah,Fafan,Somali,ET050206
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Kebribayah town,Fafan,matched,exact,Kebribayah town,Fafan,Somali,ET050296
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dolo Ado,Liben,matched,exact,Dolo Ado,Liban,Somali,ET050902
5,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Bokolmayo,Liben,matched,exact,Bokolmayo,Liban,Somali,ET050999
6,P151294,Oromia Forested Landscape Program Emission Reduction,Merti,Arsi,matched,exact,Merti,Arsi,Oromia,ET040801
6,P151294,Oromia Forested Landscape Program Emission Reduction,Aseko,Arsi,matched,exact,Aseko,Arsi,Oromia,ET040802
6,P151294,Oromia Forested Landscape Program Emission Reduction,Golocha,Arsi,matched,alias,Gololcha,Arsi,Oromia,ET040803
6,P151294,Oromia Forested Landscape Program Emission Reduction,Jeju,Arsi,matched,exact,Jeju,Arsi,Oromia,ET040804
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dodota,Arsi,matched,exact,Dodota,Arsi,Oromia,ET040805
6,P151294,Oromia Forested Landscape Program Emission Reduction,Ziway Dugda,Arsi,matched,exact,Ziway Dugda,Arsi,Oromia,ET040806
6,P151294,Oromia Forested Landscape Program Emission Reduction,Hitosa,Arsi,matched,exact,Hitosa,Arsi,Oromia,ET040807
6,P151294,Oromia Forested Landscape Program Emission Reduction,Sude,Arsi,matched,exact,Sude,Arsi,Oromia,ET040808
6,P151294,Oromia Forested Landscape Program Emission Reduction,Chole,Arsi,matched,exact,Chole,Arsi,Oromia,ET040809
6,P151294,Oromia Forested Landscape Program Emission Reduction,Amigna,Arsi,matched,exact,Amigna,Arsi,Oromia,ET040810
6,P151294,Oromia Forested Landscape Program Emission Reduction,Seru,Arsi,matched,exact,Seru,Arsi,Oromia,ET040811
6,P151294,Oromia Forested Landscape Program Emission Reduction,Robe,Arsi,matched,exact,Robe,Arsi,Oromia,ET040812
6,P151294,Oromia Forested Landscape Program Emission Reduction,Tena,Arsi,matched,exact,Tena,Arsi,Oromia,ET040813
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shirka,Arsi,matched,exact,Shirka,Arsi,Oromia,ET040814
6,P151294,Oromia Forested Landscape Program Emission Reduction,Degeluna Tijo,Arsi,matched,exact,Degeluna Tijo,Arsi,Oromia,ET040815
6,P151294,Oromia Forested Landscape Program Emission Reduction,Tiyo,Arsi,matched,exact,Tiyo,Arsi,Oromia,ET040816
6,P151294,Oromia Forested Landscape Program Emission Reduction,Munessa,Arsi,matched,exact,Munessa,Arsi,Oromia,ET040817
6,P151294,Oromia Forested Landscape Program Emission Reduction,Limu Bilbilo,Arsi,matched,exact,Limu Bilbilo,Arsi,Oromia,ET040818
6,P151294,Oromia Forested Landscape Program Emission Reduction,Guna,Arsi,matched,exact,Guna,Arsi,Oromia,ET040819
6,P151294,Oromia Forested Landscape Program Emission Reduction,Sire,Arsi,matched,exact,Sire,Arsi,Oromia,ET040820
6,P151294,Oromia Forested Landscape Program Emission Reduction,Lude Hitosa,Arsi,matched,exact,Lude Hitosa,Arsi,Oromia,ET040821
6,P151294,Oromia Forested Landscape Program Emission Reduction,Diksis,Arsi,matched,exact,Diksis,Arsi,Oromia,ET040822
6,P151294,Oromia Forested Landscape Program Emission Reduction,Bele Gesgar,Arsi,matched,alias,Bale Gesgar,Arsi,Oromia,ET040823
6,P151294,Oromia Forested Landscape Program Emission Reduction,Inkolo Wabe,Arsi,matched,exact,Inkolo Wabe,Arsi,Oromia,ET040824
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shanan Kolu,Arsi,matched,exact,Shanan Kolu,Arsi,Oromia,ET040893
6,P151294,Oromia Forested Landscape Program Emission Reduction,Siraro,West Arsi,matched,exact,Siraro,West Arsi,Oromia,ET041701
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shala,West Arsi,matched,exact,Shala,West Arsi,Oromia,ET041702
6,P151294,Oromia Forested Landscape Program Emission Reduction,Arsi Negele,West Arsi,matched,exact,Arsi Negele,West Arsi,Oromia,ET041703
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kofele,West Arsi,matched,exact,Kofele,West Arsi,Oromia,ET041704
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kore,West Arsi,matched,exact,Kore,West Arsi,Oromia,ET041705
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gedeb Asasa,West Arsi,matched,exact,Gedeb Asasa,West Arsi,Oromia,ET041706
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dodola,West Arsi,matched,exact,Dodola,West Arsi,Oromia,ET041707
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kokosa,West Arsi,matched,exact,Kokosa,West Arsi,Oromia,ET041708
6,P151294,Oromia Forested Landscape Program Emission Reduction,Nenesebo,West Arsi,matched,exact,Nenesebo,West Arsi,Oromia,ET041709
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shashemene town (incl. Bishan Guracha),West Arsi,matched,normalized_ambiguous_first,Shashemene town,West Arsi,Oromia,ET041711
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shashemene,West Arsi,matched,normalized,Shashemene (incl. Bishan Guracha),West Arsi,Oromia,ET041712
6,P151294,Oromia Forested Landscape Program Emission Reduction,Heban Arsi,West Arsi,matched,exact,Heban Arsi,West Arsi,Oromia,ET041783
6,P151294,Oromia Forested Landscape Program Emission Reduction,Wondo,West Arsi,matched,exact,Wondo,West Arsi,Oromia,ET041797
6,P151294,Oromia Forested Landscape Program Emission Reduction,Arsi Negele town,West Arsi,matched,exact,Arsi Negele town,West Arsi,Oromia,ET041799
6,P151294,Oromia Forested Landscape Program Emission Reduction,Adaba,West Arsi,matched,exact,Adaba,West Arsi,Oromia,ET041710
6,P151294,Oromia Forested Landscape Program Emission Reduction,Agarfa,Bale,matched,exact,Agarfa,Bale,Oromia,ET041104
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gasera,Bale,matched,exact,Gasera,Bale,Oromia,ET041106
6,P151294,Oromia Forested Landscape Program Emission Reduction,Sinana,Bale,matched,exact,Sinana,Bale,Oromia,ET041109
6,P151294,Oromia Forested Landscape Program Emission Reduction,Goba (OR),Bale,matched,exact,Goba (OR),Bale,Oromia,ET041110
6,P151294,Oromia Forested Landscape Program Emission Reduction,Harena Buluk,Bale,matched,exact,Harena Buluk,Bale,Oromia,ET041111
6,P151294,Oromia Forested Landscape Program Emission Reduction,Mena (Bale),Bale,matched,exact,Mena (Bale),Bale,Oromia,ET041112
6,P151294,Oromia Forested Landscape Program Emission Reduction,Meda Welabu,Bale,matched,exact,Meda Welabu,East Borena,Oromia,ET042203
6,P151294,Oromia Forested Landscape Program Emission Reduction,Berbere,Bale,matched,exact,Berbere,Bale,Oromia,ET041114
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gura Damole,Bale,matched,exact,Gura Damole,Bale,Oromia,ET041115
6,P151294,Oromia Forested Landscape Program Emission Reduction,Goro (Bale),Bale,matched,exact,Goro (Bale),Bale,Oromia,ET041116
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dinsho,Bale,matched,exact,Dinsho,Bale,Oromia,ET041122
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gololcha Bale,East Bale,matched,exact,Gololcha Bale,East Bale,Oromia,ET042101
6,P151294,Oromia Forested Landscape Program Emission Reduction,Lege Hida,East Bale,matched,exact,Lege Hida,East Bale,Oromia,ET042102
6,P151294,Oromia Forested Landscape Program Emission Reduction,Ginir,East Bale,matched,exact,Ginir,East Bale,Oromia,ET042103
6,P151294,Oromia Forested Landscape Program Emission Reduction,Rayitu,East Bale,matched,exact,Rayitu,East Bale,Oromia,ET042104
6,P151294,Oromia Forested Landscape Program Emission Reduction,Seweyna,East Bale,matched,exact,Seweyna,East Bale,Oromia,ET042105
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dawe Ketchen,East Bale,matched,exact,Dawe Ketchen,East Bale,Oromia,ET042106
6,P151294,Oromia Forested Landscape Program Emission Reduction,Ginir town,East Bale,matched,exact,Ginir town,East Bale,Oromia,ET042107
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dawe Serer,East Bale,matched,alias,Elkare /Serer,Afder,Somali,ET050804
6,P151294,Oromia Forested Landscape Program Emission Reduction,Yabelo,Borena,matched,exact,Yabelo,Borena,Oromia,ET041207
6,P151294,Oromia Forested Landscape Program Emission Reduction,Moyale (OR),Borena,matched,exact,Moyale (OR),Borena,Oromia,ET041210
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dire,Borena,matched,exact,Dire,Borena,Oromia,ET041211
6,P151294,Oromia Forested Landscape Program Emission Reduction,Teltale,Borena,matched,exact,Teltale,Borena,Oromia,ET041212
6,P151294,Oromia Forested Landscape Program Emission Reduction,Miyo,Borena,matched,exact,Miyo,Borena,Oromia,ET041216
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dilo,Borena,matched,exact,Dilo,Borena,Oromia,ET041219
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gomole,Borena,matched,exact,Gomole,Borena,Oromia,ET041223
6,P151294,Oromia Forested Landscape Program Emission Reduction,Guchi,Borena,matched,exact,Guchi,Borena,Oromia,ET041290
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dubluk,Borena,matched,exact,Dubluk,Borena,Oromia,ET041291
6,P151294,Oromia Forested Landscape Program Emission Reduction,Elwaya,Borena,matched,exact,Elwaya,Borena,Oromia,ET041295
6,P151294,Oromia Forested Landscape Program Emission Reduction,Negele town,East Borena,matched,exact,Negele town,East Borena,Oromia,ET042201
6,P151294,Oromia Forested Landscape Program Emission Reduction,Liben,East Borena,matched,exact,Liben,East Borena,Oromia,ET042202
6,P151294,Oromia Forested Landscape Program Emission Reduction,Meda Welabu,East Borena,matched,exact,Meda Welabu,East Borena,Oromia,ET042203
6,P151294,Oromia Forested Landscape Program Emission Reduction,West Welabu,East Borena,matched,exact,West Welabu,East Borena,Oromia,ET042204
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gora Dola,East Borena,matched,alias,Goro Dola,East Borena,Oromia,ET042205
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gumi Idalo,East Borena,matched,alias,Gumi Eldalo,East Borena,Oromia,ET042206
6,P151294,Oromia Forested Landscape Program Emission Reduction,Arero,East Borena,matched,exact,Arero,East Borena,Oromia,ET042207
6,P151294,Oromia Forested Landscape Program Emission Reduction,Wachile,East Borena,matched,exact,Wachile,East Borena,Oromia,ET042208
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dhas,East Borena,matched,exact,Dhas,East Borena,Oromia,ET042209
6,P151294,Oromia Forested Landscape Program Emission Reduction,Chora (Buno Bedele),Buno Bedele,matched,exact,Chora (Buno Bedele),Buno Bedele,Oromia,ET041603
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dega,Buno Bedele,matched,exact,Dega,Buno Bedele,Oromia,ET041604
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dabo Hana,Buno Bedele,matched,exact,Dabo Hana,Buno Bedele,Oromia,ET041605
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gechi,Buno Bedele,matched,exact,Gechi,Buno Bedele,Oromia,ET041606
6,P151294,Oromia Forested Landscape Program Emission Reduction,Borecha,Buno Bedele,matched,exact,Borecha,Buno Bedele,Oromia,ET041607
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dedesa,Buno Bedele,matched,exact,Dedesa,Buno Bedele,Oromia,ET041608
6,P151294,Oromia Forested Landscape Program Emission Reduction,Mako,Buno Bedele,matched,alias,Meko,Buno Bedele,Oromia,ET041618
6,P151294,Oromia Forested Landscape Program Emission Reduction,Bedele Zuria,Buno Bedele,matched,exact,Bedele Zuria,Buno Bedele,Oromia,ET041622
6,P151294,Oromia Forested Landscape Program Emission Reduction,Chwaka,Buno Bedele,matched,exact,Chwaka,Buno Bedele,Oromia,ET041623
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shager City,Shager City in Oromia Region,unmatched,unmatched,,,,
6,P151294,Oromia Forested Landscape Program Emission Reduction,Uraga,Guji,matched,exact,Uraga,Guji,Oromia,ET041401
6,P151294,Oromia Forested Landscape Program Emission Reduction,Bore,Guji,matched,exact,Bore,Guji,Oromia,ET041402
6,P151294,Oromia Forested Landscape Program Emission Reduction,Adola,Guji,matched,exact,Adola,Guji,Oromia,ET041403
6,P151294,Oromia Forested Landscape Program Emission Reduction,Wadera,Guji,matched,exact,Wadera,Guji,Oromia,ET041404
6,P151294,Oromia Forested Landscape Program Emission Reduction,Odo Shakiso,Guji,matched,exact,Odo Shakiso,Guji,Oromia,ET041405
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dama,Guji,matched,exact,Dama,Guji,Oromia,ET041408
6,P151294,Oromia Forested Landscape Program Emission Reduction,Arda Jila,Guji,matched,exact,Arda Jila,Guji,Oromia,ET041409
6,P151294,Oromia Forested Landscape Program Emission Reduction,Harenfema,Guji,matched,normalized,Girja /Harenfema,Guji,Oromia,ET041410
6,P151294,Oromia Forested Landscape Program Emission Reduction,Ana Sora,Guji,matched,exact,Ana Sora,Guji,Oromia,ET041411
6,P151294,Oromia Forested Landscape Program Emission Reduction,Saba Boru,Guji,matched,exact,Saba Boru,Guji,Oromia,ET041412
6,P151294,Oromia Forested Landscape Program Emission Reduction,Aga Wayu,Guji,matched,exact,Aga Wayu,Guji,Oromia,ET041482
6,P151294,Oromia Forested Landscape Program Emission Reduction,Haro Walabu,Guji,matched,exact,Haro Walabu,Guji,Oromia,ET041490
6,P151294,Oromia Forested Landscape Program Emission Reduction,Adola town,Guji,matched,exact,Adola town,Guji,Oromia,ET041492
6,P151294,Oromia Forested Landscape Program Emission Reduction,Bule Hora,West Guji,matched,exact,Bule Hora,West Guji,Oromia,ET041501
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kercha,West Guji,matched,exact,Kercha,West Guji,Oromia,ET041502
6,P151294,Oromia Forested Landscape Program Emission Reduction,Hambela Wamena,West Guji,matched,exact,Hambela Wamena,West Guji,Oromia,ET041509
6,P151294,Oromia Forested Landscape Program Emission Reduction,Abaya,West Guji,matched,exact,Abaya,West Guji,Oromia,ET041513
6,P151294,Oromia Forested Landscape Program Emission Reduction,Dugda Dawa,West Guji,matched,exact,Dugda Dawa,West Guji,Oromia,ET041515
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gelana (West Guji),West Guji,matched,exact,Gelana (West Guji),West Guji,Oromia,ET041517
6,P151294,Oromia Forested Landscape Program Emission Reduction,Melka Soda,West Guji,matched,exact,Melka Soda,West Guji,Oromia,ET041518
6,P151294,Oromia Forested Landscape Program Emission Reduction,Suro Berguda,West Guji,matched,exact,Suro Berguda,West Guji,Oromia,ET041594
6,P151294,Oromia Forested Landscape Program Emission Reduction,Birbirsa Kojowa,West Guji,matched,exact,Birbirsa Kojowa,West Guji,Oromia,ET041596
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kercha town,West Guji,matched,exact,Kercha town,West Guji,Oromia,ET041503
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kombolcha,East Haraghe,matched,exact,Kombolcha,East Hararge,Oromia,ET041001
6,P151294,Oromia Forested Landscape Program Emission Reduction,Jarso (East Hararghe),East Haraghe,matched,exact,Jarso (East Hararghe),East Hararge,Oromia,ET041002
6,P151294,Oromia Forested Landscape Program Emission Reduction,Gursum (OR),East Haraghe,matched,exact,Gursum (OR),East Hararge,Oromia,ET041003
6,P151294,Oromia Forested Landscape Program Emission Reduction,Babile (OR),East Haraghe,matched,exact,Babile (OR),East Hararge,Oromia,ET041004
6,P151294,Oromia Forested Landscape Program Emission Reduction,Fedis,East Haraghe,matched,exact,Fedis,East Hararge,Oromia,ET041005
6,P151294,Oromia Forested Landscape Program Emission Reduction,Haramaya woreda,East Haraghe,matched,alias,Haro Maya,East Hararge,Oromia,ET041006
6,P151294,Oromia Forested Landscape Program Emission Reduction,Maya town (incl. Aweday and Adelle),East Haraghe,matched,exact,Maya town (incl. Aweday and Adelle),East Hararge,Oromia,ET041019
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kurfa Chele,East Haraghe,matched,exact,Kurfa Chele,East Hararge,Oromia,ET041007
6,P151294,Oromia Forested Landscape Program Emission Reduction,Meta,East Haraghe,matched,exact,Meta,East Hararge,Oromia,ET041009
6,P151294,Oromia Forested Landscape Program Emission Reduction,Goro Gutu,East Haraghe,matched,exact,Goro Gutu,East Hararge,Oromia,ET041010
6,P151294,Oromia Forested Landscape Program Emission Reduction,Deder,East Haraghe,matched,exact,Deder,East Hararge,Oromia,ET041011
6,P151294,Oromia Forested Landscape Program Emission Reduction,Melka Balo,East Haraghe,matched,exact,Melka Balo,East Hararge,Oromia,ET041012
6,P151294,Oromia Forested Landscape Program Emission Reduction,Bedeno,East Haraghe,matched,exact,Bedeno,East Hararge,Oromia,ET041013
6,P151294,Oromia Forested Landscape Program Emission Reduction,Midhaga Tola,East Haraghe,matched,exact,Midhaga Tola,East Hararge,Oromia,ET041014
6,P151294,Oromia Forested Landscape Program Emission Reduction,Chinaksen,East Haraghe,matched,exact,Chinaksen,East Hararge,Oromia,ET041015
6,P151294,Oromia Forested Landscape Program Emission Reduction,Girawa,East Haraghe,matched,exact,Girawa,East Hararge,Oromia,ET041016
6,P151294,Oromia Forested Landscape Program Emission Reduction,Golo Oda,East Haraghe,matched,exact,Golo Oda,East Hararge,Oromia,ET041017
6,P151294,Oromia Forested Landscape Program Emission Reduction,Meyu Muleke,East Haraghe,matched,exact,Meyu Muleke,East Hararge,Oromia,ET041018
6,P151294,Oromia Forested Landscape Program Emission Reduction,Goro Muti,East Haraghe,matched,exact,Goro Muti,East Hararge,Oromia,ET041089
6,P151294,Oromia Forested Landscape Program Emission Reduction,Kumbi,East Haraghe,matched,exact,Kumbi,East Hararge,Oromia,ET041098
6,P151294,Oromia Forested Landscape Program Emission Reduction,Mieso,West Haraghe,matched,exact,Mieso,West Hararge,Oromia,ET040901
6,P151294,Oromia Forested Landscape Program Emission Reduction,Doba,West Haraghe,matched,exact,Doba,West Hararge,Oromia,ET040902
6,P151294,Oromia Forested Landscape Program Emission Reduction,Tulo (OR),West Haraghe,matched,exact,Tulo (OR),West Hararge,Oromia,ET040903
6,P151294,Oromia Forested Landscape Program Emission Reduction,Shen Duggoo,West Haraghe,matched,normalized,Mesela /Shen Duggoo,West Hararge,Oromia,ET040904
6,P151294,Oromia Forested Landscape Program Emission Reduction,Anchar,West Haraghe,matched,exact,Anchar,West Hararge,Oromia,ET040906
6,P151294,Oromia Forested Landscape Program Emission Reduction,Goba Koricha,West Haraghe,matched,exact,Goba Koricha,West Hararge,Oromia,ET040907
6,P151294,Oromia Forested Landscape Program Emission Reduction,Habro,West Haraghe,matched,exact,Habro,West Hararge,Oromia,ET040908
